1,300
2,400
3,400
4,700
5,2000
6,3800
7,1200
8,1300
9,1300
10,1400
11,1700
12,2100
13,2200
14,2300
15,4300
16,3100
17,3000
18,4500
19,9100
20,10700
21,10500
22,5200
23,6100
24,6000
25,6600
26,7500
27,7400
28,7800
29,9000
30,8900
31,10100
32,10300
33,11300
34,11700
35,12500
36,13700
37,12900
38,14000
39,15600
40,26000
41,16700
42,16900
43,19100
44,20300
45,19400
46,32400
47,33300
48,22300
49,23300
50,23700
51,25300
52,27300
53,27000
54,29000
55,29000
56,31100
57,30900
58,33500
59,33300
60,74200
61,73200
62,59100
63,59900
64,61800
65,70600
66,65500
67,72200
68,67700
69,74700
70,76400
71,77900
72,81500
73,88000
74,90600
75,36500
76,37600
77,24600
78,23800
79,24800
80,26000
81,25600
82,25300
83,26400
84,29000
85,48600
86,32400
87,27100
88,30200
89,29100
90,28300
91,29400
92,32000
93,29900
94,33900
95,30900
96,31900
97,33900
98,29400
99,34200
100,34200
101,37100
102,37500
103,36200
104,39100
105,39400
106,40000
107,41800
108,43500
109,43200
110,45400
111,47300
112,131600
113,28700
114,73200
115,46200
116,68200
117,28700
118,56900
119,32400
120,58200
121,71900
122,53200
123,100800
124,111400
125,90700
126,59500
127,73900
128,73300
129,57400
130,64600
131,140700
132,179400
133,109100
134,110800
135,113000
136,111200
137,86900
138,103000
139,69900
140,68300
141,102400
142,111600
143,109200
144,114900
145,112900
146,119400
147,155200
148,113200
149,93800
150,21300
151,17700
152,19200
153,25900
154,19400
155,22300
156,24100
157,25800
158,22300
159,20100
160,19700
161,20000
162,21000
163,20100
164,19900
165,21800
166,21300
167,20300
168,24000
169,26000
170,28400
171,25100
172,23300
173,28200
174,30500
175,29700
176,37200
177,23300
178,23900
179,23600
180,24700
181,22900
182,25000
183,23500
184,27100
185,23800
186,24300
187,24400
188,26800
189,28000
190,25900
191,32100
192,26900
193,29400
194,28500
195,29500
196,27800
197,28000
198,30400
199,28400
200,30300
201,36900
202,36100
203,28600
204,33300
205,29900
206,33900
207,52200
208,39400
209,40500
210,41500
211,40300
212,44800
213,30400
214,32000
215,31500
216,37900
217,36400
218,36200
219,44000
220,33600
221,43000
222,46100
223,44700
224,43100
225,42900
226,43000
227,44800
228,45800
229,48200
230,45100
231,44800
232,48600
233,46200
234,45700
235,46900
236,47700
237,47600
238,48200
239,42000
240,59200
241,59700
242,59300
243,50800
244,51400
245,47000
246,50000
247,49700
248,51200
249,54000
250,53000
251,49100
252,55000
253,54600
254,52800
255,55700
256,53600
257,57100
258,55800
259,54700
260,61300
261,54100
262,58400
263,59500
264,57100
265,58800
266,55800
267,58700
268,59000
269,60500
270,58900
271,60400
272,61500
273,63100
274,62000
275,65800
276,70600
277,65200
278,66700
279,63700
280,68800
281,64200
282,64600
283,66300
284,70100
285,67600
286,65500
287,70800
288,67600
289,74300
290,68800
291,67700
292,83200
293,68900
294,75500
295,66400
296,70000
297,71400
298,70900
299,78400
300,76000
301,80400
302,71400
303,83400
304,76000
305,84600
306,74100
307,77100
308,74000
309,61400
310,68100
311,82300
312,64400
313,63400
314,66500
315,63300
316,67200
317,67100
318,63700
319,63000
320,61300
321,68400
322,67200
323,69400
324,133400
325,103500
326,87500
327,96000
328,88800
329,93800
330,84500
331,100300
332,97200
333,76000
334,101400
335,127000
336,79900
337,128400
338,117400
339,99100
340,93000
341,105500
342,108100
343,90500
344,120000
345,99000
346,107900
347,113900
348,112800
349,140700
350,131000
351,101900
352,101800
353,103200
354,111800
355,103300
356,88900
357,90400
358,127600
359,91500
360,98000
361,93500
362,103200
363,88200
364,95600
365,136200
366,113600
367,86200
368,92200
369,124500
370,136400
371,127200
372,126600
373,111700
374,164600
375,92300
376,161700
377,165500
378,129700
379,139800
380,125400
381,125000
382,126700
383,118300
384,123600
385,124500
386,133500
387,116000
388,115500
389,152300
390,111400
391,105100
392,122300
393,113200
394,138100
395,187300
396,129000
397,126400
398,119300
399,128200
400,132400
401,123100
402,129400
403,120700
404,126500
405,142700
406,124600
407,155500
408,195700
409,169800
410,122100
411,132300
412,150000
413,131900
414,140800
415,129500
416,128000
417,151200
418,135400
419,135200
420,137600
421,160300
422,144100
423,181300
424,117900
425,135700
426,157700
427,140800
428,150600
429,131500
430,132600
431,190000
432,180600
433,176900
434,262900
435,216800
436,146100
437,179300
438,144500
439,150500
440,185900
441,138500
442,144800
443,197200
444,154900
445,153400
446,158900
447,174200
448,159200
449,138800
450,135800
451,147000
452,150700
453,186400
454,153200
455,153800
456,160400
457,164800
458,199800
459,184100
460,140900
461,130300
462,128500
463,131100
464,176100
465,165500
466,147300
467,132600
468,145600
469,134800
470,153400
471,141600
472,133200
473,149100
474,184500
475,149000
476,171400
477,141400
478,175800
479,161100
480,150000
481,147900
482,143900
483,183700
484,139200
485,158200
486,179900
487,174700
488,262700
489,206800
490,194100
491,183700
492,188900
493,181800
494,182400
495,192800
496,217200
497,189700
498,176100
499,142300
500,163900
501,157900
502,160300
503,159700
504,162300
505,159800
506,153500
507,153400
508,166900
509,157500
510,202400
511,177700
512,182900
513,179100
514,208600
515,163600
516,199700
517,287600
518,220400
519,164600
520,161400
521,167800
522,158300
523,184500
524,175000
525,165500
526,178600
527,177600
528,170000
529,171000
530,181500
531,165800
532,189500
533,178000
534,193700
535,181800
536,181200
537,177300
538,189300
539,178200
540,183500
541,212900
542,187900
543,180300
544,191500
545,171300
546,186900
547,179100
548,176900
549,179000
550,181000
551,175900
552,172800
553,181400
554,192400
555,169700
556,166700
557,181900
558,163900
559,182900
560,190600
561,177900
562,174500
563,188700
564,177100
565,175800
566,179700
567,179600
568,181400
569,178800
570,173700
571,192100
572,177600
573,180500
574,184200
575,184800
576,195800
577,191400
578,198700
579,179200
580,189100
581,191800
582,270200
583,200000
584,231600
585,187300
586,181700
587,196200
588,207000
589,194500
590,200300
591,192400
592,186300
593,180200
594,177200
595,194200
596,192300
597,192400
598,190400
599,191800
600,206200
601,204800
602,195600
603,199900
604,207900
605,197700
606,201900
607,192200
608,196100
609,196500
610,212600
611,205400
612,200400
613,205100
614,208900
615,212300
616,207100
617,192500
618,204600
619,203300
620,229700
621,212000
622,203700
623,202900
624,221600
625,204100
626,246600
627,266300
628,263800
629,256500
630,274700
631,270900
632,263200
633,228300
634,226000
635,230500
636,230400
637,213600
638,215400
639,206200
640,301400
641,243200
642,239800
643,225500
644,316000
645,298400
646,230900
647,221800
648,298500
649,230900
650,238600
651,232000
652,227200
653,219300
654,254000
655,260300
656,245900
657,267400
658,249900
659,234600
660,234800
661,246900
662,248200
663,227900
664,253000
665,230400
666,233900
667,238900
668,232700
669,241700
670,232100
671,244100
672,231300
673,247100
674,261500
675,232100
676,239100
677,258400
678,243800
679,244600
680,253100
681,250100
682,244800
683,260900
684,245900
685,258400
686,237300
687,240000
688,238900
689,249300
690,291900
691,242800
692,270900
693,244400
694,250600
695,247200
696,253600
697,280600
698,264400
699,275500
700,273700
701,282100
702,262500
703,263300
704,270200
705,277200
706,264100
707,269900
708,256300
709,291500
710,257700
711,277100
712,361500
713,279700
714,276200
715,276600
716,265900
717,280500
718,381000
719,371500
720,390900
721,268600
722,310700
723,278500
724,260400
725,263300
726,279700
727,273200
728,282400
729,280500
730,280000
731,316200
732,279600
733,273600
734,294500
735,352900
736,290800
737,289400
738,297300
739,276500
740,281800
741,273500
742,278900
743,268200
744,287400
745,278800
746,290500
747,282600
748,413900
749,289400
750,295100
751,345300
752,287400
753,332200
754,294700
755,274200
756,318600
757,301800
758,299100
759,423800
760,303500
761,310400
762,322400
763,300200
764,281700
765,304600
766,309800
767,299300
768,368700
769,290000
770,326300
771,310100
772,315000
773,341800
774,303500
775,346600
776,402800
777,408200
778,333200
779,317800
780,312600
781,439100
782,434900
783,307800
784,318700
785,407300
786,467300
787,345000
788,322900
789,350900
790,427200
791,341300
792,332200
793,339700
794,323400
795,315500
796,383600
797,329000
798,379700
799,325600
800,319700
801,309900
802,323900
803,344300
804,330100
805,336500
806,435100
807,357100
808,335000
809,317100
810,370600
811,326700
812,369100
813,329600
814,327100
815,337700
816,332500
817,326000
818,331200
819,327000
820,341900
821,347400
822,352700
823,352600
824,338000
825,327700
826,353500
827,346600
828,343400
829,349200
830,331100
831,367900
832,330500
833,339100
834,356800
835,345400
836,337400
837,339300
838,356800
839,368700
840,347900
841,369600
842,355700
843,372200
844,351200
845,404700
846,1222900
847,1148600
848,484700
849,1889100
850,390300
851,396500
852,411500
853,385500
854,389800
855,392600
856,443200
857,460700
858,389300
