1,300
2,300
3,500
4,500
5,600
6,700
7,900
8,1000
9,1100
10,1200
11,1400
12,1600
13,5200
14,1900
15,2200
16,2300
17,2700
18,3700
19,3200
20,3500
21,3800
22,4200
23,5000
24,5000
25,5200
26,6100
27,6000
28,6300
29,7200
30,19200
31,37400
32,11300
33,12400
34,9100
35,10400
36,10800
37,10700
38,11600
39,12300
40,13000
41,15700
42,14100
43,15300
44,15500
45,15600
46,16500
47,17100
48,18400
49,18400
50,19500
51,20100
52,21300
53,21700
54,22800
55,30300
56,24300
57,25000
58,26000
59,27000
60,27600
61,28400
62,29800
63,30400
64,41600
65,32300
66,33400
67,34500
68,34900
69,36200
70,84600
71,63300
72,66500
73,72000
74,68700
75,70100
76,77600
77,81900
78,77800
79,89000
80,51500
81,21200
82,18400
83,14600
84,22000
85,13200
86,12600
87,13600
88,13200
89,16700
90,13800
91,14700
92,14500
93,29800
94,15000
95,30300
96,15600
97,32900
98,31700
99,16600
100,17600
101,17300
102,18300
103,18700
104,18300
105,19300
106,19600
107,19300
108,37000
109,34900
110,21300
111,20700
112,21800
113,22200
114,35800
115,23000
116,22700
117,23600
118,24000
119,24600
120,40500
121,26000
122,25700
123,26900
124,27200
125,43100
126,37300
127,42500
128,28000
129,45000
130,43100
131,37700
132,30400
133,30300
134,30700
135,31200
136,31500
137,32100
138,32500
139,34400
140,33600
141,34100
142,34300
143,35000
144,54400
145,36100
146,61300
147,57900
148,59000
149,57800
150,59400
151,58800
152,60800
153,120500
154,60600
155,58100
156,59000
157,55200
158,101000
159,148800
160,107200
161,140200
162,105200
163,105100
164,109800
165,106000
166,106400
167,60200
168,55800
169,62700
170,60700
171,55900
172,54900
173,108400
174,106000
175,69200
176,57700
177,67400
178,55900
179,55700
180,79100
181,100600
182,70700
183,108500
184,61300
185,90800
186,106000
187,102900
188,68100
189,102200
190,80000
191,96200
192,61100
193,9200
194,6100
195,8000
196,8500
197,10200
198,9100
199,9900
200,10200
201,9700
202,12000
203,9400
204,9200
205,8900
206,9800
207,9100
208,6000
209,5600
210,5400
211,5100
212,5200
213,5200
214,8900
215,12100
216,11800
217,11100
218,10900
219,11000
220,10800
221,10800
222,10900
223,11000
224,10900
225,11000
226,11200
227,11100
228,11200
229,11300
230,11300
231,11500
232,11600
233,13700
234,12100
235,12000
236,11900
237,12000
238,12200
239,12100
240,12100
241,12200
242,12400
243,12400
244,12500
245,12500
246,12700
247,12600
248,7700
249,11700
250,12000
251,12000
252,11900
253,8600
254,13800
255,13900
256,14300
257,14500
258,14300
259,14400
260,14500
261,14500
262,14600
263,14600
264,14500
265,14800
266,14900
267,14900
268,15200
269,15300
270,15200
271,15600
272,15600
273,15700
274,15600
275,15800
276,16000
277,16300
278,16200
279,16300
280,16300
281,16500
282,16700
283,16800
284,17000
285,17000
286,17000
287,17200
288,17300
289,17400
290,17700
291,17600
292,17800
293,18000
294,18200
295,18300
296,18200
297,18400
298,18800
299,18800
300,18800
301,19100
302,19100
303,19100
304,19400
305,19600
306,12600
307,12700
308,12300
309,11900
310,11500
311,11500
312,11300
313,11400
314,13700
315,11200
316,11200
317,11300
318,11400
319,11400
320,11500
321,11500
322,11800
323,11800
324,13500
325,15500
326,12100
327,12100
328,12200
329,12200
330,12200
331,12100
332,12100
333,14500
334,13000
335,13100
336,12900
337,12900
338,12900
339,13000
340,13000
341,13000
342,13000
343,13200
344,13300
345,13300
346,13300
347,13400
348,13500
349,13500
350,13600
351,13600
352,13600
353,13800
354,13900
355,13800
356,13900
357,14000
358,14200
359,14300
360,14300
361,14400
362,14500
363,14500
364,14600
365,14800
366,14900
367,14900
368,15100
369,15200
370,15200
371,15200
372,15200
373,29000
374,29100
375,29100
376,26100
377,29300
378,32700
379,32700
380,33700
381,32400
382,32400
383,34400
384,32600
385,35100
386,35200
387,35400
388,33000
389,25400
390,30900
391,32000
392,32600
393,32400
394,32800
395,33800
396,34300
397,34400
398,34900
399,33000
400,35500
401,34100
402,34000
403,19400
404,19000
405,18800
406,18500
407,18800
408,18600
409,18600
410,25500
411,19800
412,19800
413,19700
414,19800
415,19700
416,20100
417,20300
418,20200
419,20300
420,20300
421,20500
422,20500
423,20500
424,35200
425,40900
426,34300
427,35900
428,36800
429,40200
430,36500
431,32700
432,42900
433,43700
434,41700
435,39300
436,38700
437,36100
438,40500
439,57200
440,25100
441,25500
442,24800
443,24300
444,24300
445,24100
446,24000
447,23900
448,24200
449,24100
450,24300
451,24300
452,24400
453,24400
454,24400
455,24500
456,24700
457,24900
458,24900
459,25100
460,25200
461,25200
462,25200
463,25300
464,25400
465,32700
466,26500
467,26600
468,38900
469,44000
470,43500
471,49800
472,28500
473,28400
474,27700
475,27300
476,27500
477,27200
478,27100
479,27200
480,27500
481,27400
482,29400
483,29300
484,28800
485,28800
486,28600
487,28400
488,29100
489,29100
490,29300
491,29100
492,29300
493,73500
494,29600
495,29600
496,29900
497,30300
498,61000
499,57500
500,57300
501,41000
502,49100
503,52000
504,51800
505,54500
506,50700
507,57400
508,57300
509,57300
510,57600
511,57800
512,57800
513,60500
514,58600
515,55400
516,55700
517,55800
518,56100
519,56100
520,56500
521,56500
522,57200
523,57200
524,55700
525,56000
526,56400
527,56700
528,56500
529,56800
530,57100
531,57300
532,59500
